llm,domain,speech_complexity,action_name,num_calls,num_errors,success_rate
gemini:gemini-live-2.5-flash-native-audio,retail,control_accents,get_product_details,74,2,0.972972972972973
gemini:gemini-live-2.5-flash-native-audio,retail,control_accents,get_user_details,85,2,0.9764705882352941
gemini:gemini-live-2.5-flash-native-audio,retail,control_accents,list_all_product_types,20,0,1.0
gemini:gemini-live-2.5-flash-native-audio,retail,control_accents,modify_pending_order_address,18,0,1.0
gemini:gemini-live-2.5-flash-native-audio,retail,control_accents,modify_pending_order_items,40,21,0.475
gemini:gemini-live-2.5-flash-native-audio,retail,control_accents,modify_pending_order_payment,2,1,0.5
gemini:gemini-live-2.5-flash-native-audio,retail,control_accents,modify_user_address,9,0,1.0
gemini:gemini-live-2.5-flash-native-audio,retail,control_accents,return_delivered_order_items,50,20,0.6
gemini:gemini-live-2.5-flash-native-audio,retail,control_accents,transfer_to_human_agents,30,0,1.0
gemini:gemini-live-2.5-flash-native-audio,retail,control_audio,cancel_pending_order,35,9,0.7428571428571429
gemini:gemini-live-2.5-flash-native-audio,retail,control_audio,exchange_delivered_order_items,35,22,0.37142857142857144
gemini:gemini-live-2.5-flash-native-audio,retail,control_audio,find_user_id_by_email,45,29,0.3555555555555555
gemini:gemini-live-2.5-flash-native-audio,retail,control_audio,find_user_id_by_name_zip,136,67,0.5073529411764706
gemini:gemini-live-2.5-flash-native-audio,retail,control_audio,get_item_details,9,4,0.5555555555555556
gemini:gemini-live-2.5-flash-native-audio,retail,control_audio,get_order_details,288,15,0.9479166666666666
gemini:gemini-live-2.5-flash-native-audio,retail,control_audio,get_product_details,63,1,0.9841269841269842
gemini:gemini-live-2.5-flash-native-audio,retail,control_audio,get_user_details,70,0,1.0
gemini:gemini-live-2.5-flash-native-audio,retail,control_audio,list_all_product_types,18,0,1.0
gemini:gemini-live-2.5-flash-native-audio,retail,control_audio,modify_pending_order_address,15,0,1.0
gemini:gemini-live-2.5-flash-native-audio,retail,control_audio,modify_pending_order_items,26,4,0.8461538461538461
gemini:gemini-live-2.5-flash-native-audio,retail,control_audio,modify_pending_order_payment,2,1,0.5
gemini:gemini-live-2.5-flash-native-audio,retail,control_audio,modify_user_address,7,0,1.0
gemini:gemini-live-2.5-flash-native-audio,retail,control_audio,return_delivered_order_items,51,15,0.7058823529411764
gemini:gemini-live-2.5-flash-native-audio,retail,control_audio,transfer_to_human_agents,31,0,1.0
gemini:gemini-live-2.5-flash-native-audio,retail,control_behavior,cancel_pending_order,30,3,0.9
gemini:gemini-live-2.5-flash-native-audio,retail,control_behavior,exchange_delivered_order_items,28,7,0.75
gemini:gemini-live-2.5-flash-native-audio,retail,control_behavior,find_user_id_by_email,49,28,0.4285714285714286
gemini:gemini-live-2.5-flash-native-audio,retail,control_behavior,find_user_id_by_name_zip,136,62,0.5441176470588236
gemini:gemini-live-2.5-flash-native-audio,retail,control_behavior,get_item_details,6,0,1.0
gemini:gemini-live-2.5-flash-native-audio,retail,control_behavior,get_order_details,318,8,0.9748427672955975
gemini:gemini-live-2.5-flash-native-audio,retail,control_behavior,get_product_details,217,1,0.9953917050691244
gemini:gemini-live-2.5-flash-native-audio,retail,control_behavior,get_user_details,83,1,0.9879518072289156
gemini:gemini-live-2.5-flash-native-audio,retail,control_behavior,list_all_product_types,21,0,1.0
gemini:gemini-live-2.5-flash-native-audio,retail,control_behavior,modify_pending_order_address,17,0,1.0
gemini:gemini-live-2.5-flash-native-audio,retail,control_behavior,modify_pending_order_items,40,14,0.65
gemini:gemini-live-2.5-flash-native-audio,retail,control_behavior,modify_pending_order_payment,2,1,0.5
gemini:gemini-live-2.5-flash-native-audio,retail,control_behavior,modify_user_address,9,0,1.0
gemini:gemini-live-2.5-flash-native-audio,retail,control_behavior,return_delivered_order_items,46,14,0.6956521739130435
gemini:gemini-live-2.5-flash-native-audio,retail,control_behavior,transfer_to_human_agents,23,0,1.0
gemini:gemini-live-2.5-flash-native-audio,retail,regular,calculate,2,0,1.0
gemini:gemini-live-2.5-flash-native-audio,retail,regular,cancel_pending_order,19,2,0.8947368421052632
gemini:gemini-live-2.5-flash-native-audio,retail,regular,exchange_delivered_order_items,28,17,0.3928571428571429
gemini:gemini-live-2.5-flash-native-audio,retail,regular,find_user_id_by_email,45,28,0.37777777777777777
gemini:gemini-live-2.5-flash-native-audio,retail,regular,find_user_id_by_name_zip,150,94,0.3733333333333333
gemini:gemini-live-2.5-flash-native-audio,retail,regular,get_item_details,14,1,0.9285714285714286
gemini:gemini-live-2.5-flash-native-audio,retail,regular,get_order_details,235,6,0.9744680851063829
gemini:gemini-live-2.5-flash-native-audio,retail,regular,get_product_details,56,3,0.9464285714285714
gemini:gemini-live-2.5-flash-native-audio,retail,regular,get_user_details,63,0,1.0
gemini:gemini-live-2.5-flash-native-audio,retail,regular,list_all_product_types,11,0,1.0
gemini:gemini-live-2.5-flash-native-audio,retail,regular,modify_pending_order_address,18,3,0.8333333333333334
gemini:gemini-live-2.5-flash-native-audio,retail,regular,modify_pending_order_items,26,8,0.6923076923076923
gemini:gemini-live-2.5-flash-native-audio,retail,regular,modify_pending_order_payment,1,1,0.0
gemini:gemini-live-2.5-flash-native-audio,retail,regular,modify_user_address,8,0,1.0
gemini:gemini-live-2.5-flash-native-audio,retail,regular,return_delivered_order_items,29,10,0.6551724137931034
gemini:gemini-live-2.5-flash-native-audio,retail,regular,transfer_to_human_agents,28,0,1.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,can_send_mms,24,24,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,check_apn_settings,23,23,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,check_app_permissions,9,9,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,check_data_restriction_status,4,4,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,check_network_mode_preference,1,1,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,check_network_status,28,28,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,check_sim_status,22,22,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,check_status_bar,11,11,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,check_vpn_status,1,1,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,check_wifi_calling_status,3,3,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,disconnect_vpn,2,2,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,enable_roaming,3,0,1.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,get_customer_by_name,14,0,1.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,get_customer_by_phone,115,14,0.8782608695652174
gemini:gemini-live-2.5-flash-native-audio,telecom,control,get_data_usage,6,0,1.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,get_details_by_id,14,0,1.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,grant_app_permission,1,1,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,reboot_device,7,7,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,refuel_data,2,0,1.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,reseat_sim_card,13,13,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,reset_apn_settings,36,36,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,resume_line,1,0,1.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,run_speed_test,35,35,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,set_network_mode_preference,41,41,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,toggle_airplane_mode,48,48,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,toggle_data,38,38,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,toggle_data_saver_mode,15,15,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,toggle_roaming,1,1,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,toggle_wifi_calling,4,4,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,control,transfer_to_human_agents,103,0,1.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,can_send_mms,20,20,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,check_apn_settings,16,16,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,check_app_permissions,9,9,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,check_data_restriction_status,4,4,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,check_installed_apps,1,1,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,check_network_mode_preference,4,4,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,check_network_status,30,30,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,check_sim_status,24,24,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,check_status_bar,16,16,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,check_vpn_status,2,2,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,check_wifi_calling_status,2,2,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,disconnect_vpn,3,3,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,enable_roaming,2,0,1.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,get_bills_for_customer,1,0,1.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,get_customer_by_name,12,0,1.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,get_customer_by_phone,115,33,0.7130434782608696
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,get_data_usage,2,0,1.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,get_details_by_id,13,1,0.9230769230769231
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,grant_app_permission,1,1,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,reboot_device,12,12,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,reseat_sim_card,14,14,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,reset_apn_settings,30,30,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,resume_line,1,0,1.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,run_speed_test,32,32,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,send_payment_request,1,0,1.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,set_network_mode_preference,33,33,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,toggle_airplane_mode,41,41,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,toggle_data,30,30,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,toggle_data_saver_mode,9,9,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,toggle_wifi_calling,3,3,0.0
gemini:gemini-live-2.5-flash-native-audio,telecom,regular,transfer_to_human_agents,96,0,1.0
openai:gpt-realtime-1.5,airline,control,book_reservation,8,0,1.0
openai:gpt-realtime-1.5,airline,control,calculate,24,0,1.0
openai:gpt-realtime-1.5,airline,control,cancel_reservation,20,0,1.0
openai:gpt-realtime-1.5,airline,control,get_flight_status,33,0,1.0
openai:gpt-realtime-1.5,airline,control,get_reservation_details,126,6,0.9523809523809523
openai:gpt-realtime-1.5,airline,control,get_user_details,51,10,0.803921568627451
openai:gpt-realtime-1.5,airline,control,search_direct_flight,32,0,1.0
openai:gpt-realtime-1.5,airline,control,search_onestop_flight,11,0,1.0
openai:gpt-realtime-1.5,airline,control,send_certificate,4,0,1.0
openai:gpt-realtime-1.5,airline,control,transfer_to_human_agents,6,0,1.0
openai:gpt-realtime-1.5,airline,control,update_reservation_baggages,7,1,0.8571428571428572
openai:gpt-realtime-1.5,airline,control,update_reservation_flights,17,1,0.9411764705882353
openai:gpt-realtime-1.5,airline,control,update_reservation_passengers,2,0,1.0
openai:gpt-realtime-1.5,airline,regular,book_reservation,4,1,0.75
openai:gpt-realtime-1.5,airline,regular,calculate,16,0,1.0
openai:gpt-realtime-1.5,airline,regular,cancel_reservation,16,0,1.0
openai:gpt-realtime-1.5,airline,regular,get_flight_status,24,2,0.9166666666666666
openai:gpt-realtime-1.5,airline,regular,get_reservation_details,131,19,0.8549618320610687
openai:gpt-realtime-1.5,airline,regular,get_user_details,71,34,0.5211267605633803
openai:gpt-realtime-1.5,airline,regular,search_direct_flight,26,0,1.0
openai:gpt-realtime-1.5,airline,regular,search_onestop_flight,9,0,1.0
openai:gpt-realtime-1.5,airline,regular,send_certificate,4,0,1.0
openai:gpt-realtime-1.5,airline,regular,transfer_to_human_agents,8,0,1.0
openai:gpt-realtime-1.5,airline,regular,update_reservation_baggages,6,0,1.0
openai:gpt-realtime-1.5,airline,regular,update_reservation_flights,17,2,0.8823529411764706
openai:gpt-realtime-1.5,airline,regular,update_reservation_passengers,2,0,1.0
openai:gpt-realtime-1.5,retail,control,calculate,7,0,1.0
openai:gpt-realtime-1.5,retail,control,cancel_pending_order,26,0,1.0
openai:gpt-realtime-1.5,retail,control,exchange_delivered_order_items,38,6,0.8421052631578947
openai:gpt-realtime-1.5,retail,control,find_user_id_by_email,32,10,0.6875
openai:gpt-realtime-1.5,retail,control,find_user_id_by_name_zip,99,10,0.898989898989899
openai:gpt-realtime-1.5,retail,control,get_item_details,6,0,1.0
openai:gpt-realtime-1.5,retail,control,get_order_details,282,0,1.0
openai:gpt-realtime-1.5,retail,control,get_product_details,102,0,1.0
openai:gpt-realtime-1.5,retail,control,get_user_details,109,0,1.0
openai:gpt-realtime-1.5,retail,control,list_all_product_types,6,0,1.0
openai:gpt-realtime-1.5,retail,control,modify_pending_order_address,18,0,1.0
openai:gpt-realtime-1.5,retail,control,modify_pending_order_items,41,10,0.7560975609756098
openai:gpt-realtime-1.5,retail,control,modify_pending_order_payment,3,1,0.6666666666666667
openai:gpt-realtime-1.5,retail,control,modify_user_address,8,0,1.0
openai:gpt-realtime-1.5,retail,control,return_delivered_order_items,45,4,0.9111111111111111
openai:gpt-realtime-1.5,retail,control,transfer_to_human_agents,8,0,1.0
openai:gpt-realtime-1.5,retail,control_accents,cancel_pending_order,24,0,1.0
openai:gpt-realtime-1.5,retail,control_accents,exchange_delivered_order_items,32,4,0.875
openai:gpt-realtime-1.5,retail,control_accents,find_user_id_by_email,33,15,0.5454545454545454
openai:gpt-realtime-1.5,retail,control_accents,find_user_id_by_name_zip,102,21,0.7941176470588236
openai:gpt-realtime-1.5,retail,control_accents,get_item_details,5,0,1.0
openai:gpt-realtime-1.5,retail,control_accents,get_order_details,242,0,1.0
openai:gpt-realtime-1.5,retail,control_accents,get_product_details,93,1,0.989247311827957
openai:gpt-realtime-1.5,retail,control_accents,get_user_details,95,0,1.0
openai:gpt-realtime-1.5,retail,control_accents,list_all_product_types,6,0,1.0
openai:gpt-realtime-1.5,retail,control_accents,modify_pending_order_address,21,0,1.0
openai:gpt-realtime-1.5,retail,control_accents,modify_pending_order_items,36,7,0.8055555555555556
openai:gpt-realtime-1.5,retail,control_accents,modify_pending_order_payment,2,0,1.0
openai:gpt-realtime-1.5,retail,control_accents,modify_user_address,10,0,1.0
openai:gpt-realtime-1.5,retail,control_accents,return_delivered_order_items,36,3,0.9166666666666666
openai:gpt-realtime-1.5,retail,control_accents,transfer_to_human_agents,8,0,1.0
openai:gpt-realtime-1.5,retail,control_audio,calculate,2,0,1.0
openai:gpt-realtime-1.5,retail,control_audio,cancel_pending_order,27,1,0.962962962962963
openai:gpt-realtime-1.5,retail,control_audio,exchange_delivered_order_items,32,5,0.84375
openai:gpt-realtime-1.5,retail,control_audio,find_user_id_by_email,33,12,0.6363636363636364
openai:gpt-realtime-1.5,retail,control_audio,find_user_id_by_name_zip,105,20,0.8095238095238095
openai:gpt-realtime-1.5,retail,control_audio,get_item_details,10,2,0.8
openai:gpt-realtime-1.5,retail,control_audio,get_order_details,273,2,0.9926739926739927
openai:gpt-realtime-1.5,retail,control_audio,get_product_details,92,0,1.0
openai:gpt-realtime-1.5,retail,control_audio,get_user_details,103,0,1.0
openai:gpt-realtime-1.5,retail,control_audio,list_all_product_types,6,0,1.0
openai:gpt-realtime-1.5,retail,control_audio,modify_pending_order_address,19,0,1.0
openai:gpt-realtime-1.5,retail,control_audio,modify_pending_order_items,39,5,0.8717948717948718
openai:gpt-realtime-1.5,retail,control_audio,modify_pending_order_payment,2,1,0.5
openai:gpt-realtime-1.5,retail,control_audio,modify_user_address,9,0,1.0
openai:gpt-realtime-1.5,retail,control_audio,return_delivered_order_items,38,4,0.8947368421052632
openai:gpt-realtime-1.5,retail,control_audio,transfer_to_human_agents,11,0,1.0
openai:gpt-realtime-1.5,retail,control_behavior,calculate,3,0,1.0
openai:gpt-realtime-1.5,retail,control_behavior,cancel_pending_order,23,0,1.0
openai:gpt-realtime-1.5,retail,control_behavior,exchange_delivered_order_items,33,7,0.7878787878787878
openai:gpt-realtime-1.5,retail,control_behavior,find_user_id_by_email,31,10,0.6774193548387097
openai:gpt-realtime-1.5,retail,control_behavior,find_user_id_by_name_zip,105,18,0.8285714285714285
openai:gpt-realtime-1.5,retail,control_behavior,get_item_details,3,1,0.6666666666666667
openai:gpt-realtime-1.5,retail,control_behavior,get_order_details,271,0,1.0
openai:gpt-realtime-1.5,retail,control_behavior,get_product_details,87,0,1.0
openai:gpt-realtime-1.5,retail,control_behavior,get_user_details,103,0,1.0
openai:gpt-realtime-1.5,retail,control_behavior,list_all_product_types,8,0,1.0
openai:gpt-realtime-1.5,retail,control_behavior,modify_pending_order_address,15,0,1.0
openai:gpt-realtime-1.5,retail,control_behavior,modify_pending_order_items,33,11,0.6666666666666667
openai:gpt-realtime-1.5,retail,control_behavior,modify_pending_order_payment,1,0,1.0
openai:gpt-realtime-1.5,retail,control_behavior,modify_user_address,11,0,1.0
openai:gpt-realtime-1.5,retail,control_behavior,return_delivered_order_items,27,3,0.8888888888888888
openai:gpt-realtime-1.5,retail,control_behavior,transfer_to_human_agents,5,0,1.0
openai:gpt-realtime-1.5,retail,regular,calculate,7,0,1.0
openai:gpt-realtime-1.5,retail,regular,cancel_pending_order,24,1,0.9583333333333334
openai:gpt-realtime-1.5,retail,regular,exchange_delivered_order_items,25,2,0.92
openai:gpt-realtime-1.5,retail,regular,find_user_id_by_email,32,13,0.59375
openai:gpt-realtime-1.5,retail,regular,find_user_id_by_name_zip,129,58,0.5503875968992248
openai:gpt-realtime-1.5,retail,regular,get_item_details,4,1,0.75
openai:gpt-realtime-1.5,retail,regular,get_order_details,222,3,0.9864864864864865
openai:gpt-realtime-1.5,retail,regular,get_product_details,80,0,1.0
openai:gpt-realtime-1.5,retail,regular,get_user_details,87,0,1.0
openai:gpt-realtime-1.5,retail,regular,list_all_product_types,10,0,1.0
openai:gpt-realtime-1.5,retail,regular,modify_pending_order_address,17,0,1.0
openai:gpt-realtime-1.5,retail,regular,modify_pending_order_items,23,4,0.8260869565217391
openai:gpt-realtime-1.5,retail,regular,modify_pending_order_payment,1,0,1.0
openai:gpt-realtime-1.5,retail,regular,modify_user_address,6,0,1.0
openai:gpt-realtime-1.5,retail,regular,return_delivered_order_items,24,3,0.875
openai:gpt-realtime-1.5,retail,regular,transfer_to_human_agents,4,0,1.0
openai:gpt-realtime-1.5,telecom,control,check_sim_status,1,1,0.0
openai:gpt-realtime-1.5,telecom,control,check_status_bar,1,1,0.0
openai:gpt-realtime-1.5,telecom,control,enable_roaming,3,0,1.0
openai:gpt-realtime-1.5,telecom,control,get_bills_for_customer,12,0,1.0
openai:gpt-realtime-1.5,telecom,control,get_customer_by_phone,117,8,0.9316239316239316
openai:gpt-realtime-1.5,telecom,control,get_data_usage,2,0,1.0
openai:gpt-realtime-1.5,telecom,control,get_details_by_id,99,0,1.0
openai:gpt-realtime-1.5,telecom,control,make_payment,3,3,0.0
openai:gpt-realtime-1.5,telecom,control,refuel_data,6,0,1.0
openai:gpt-realtime-1.5,telecom,control,reseat_sim_card,7,7,0.0
openai:gpt-realtime-1.5,telecom,control,resume_line,11,0,1.0
openai:gpt-realtime-1.5,telecom,control,send_payment_request,11,0,1.0
openai:gpt-realtime-1.5,telecom,control,set_network_mode_preference,4,4,0.0
openai:gpt-realtime-1.5,telecom,control,toggle_airplane_mode,4,4,0.0
openai:gpt-realtime-1.5,telecom,control,toggle_data,1,1,0.0
openai:gpt-realtime-1.5,telecom,control,transfer_to_human_agents,86,0,1.0
openai:gpt-realtime-1.5,telecom,regular,can_send_mms,1,1,0.0
openai:gpt-realtime-1.5,telecom,regular,check_apn_settings,3,3,0.0
openai:gpt-realtime-1.5,telecom,regular,check_app_permissions,1,1,0.0
openai:gpt-realtime-1.5,telecom,regular,check_data_restriction_status,1,1,0.0
openai:gpt-realtime-1.5,telecom,regular,check_status_bar,2,2,0.0
openai:gpt-realtime-1.5,telecom,regular,disconnect_vpn,1,1,0.0
openai:gpt-realtime-1.5,telecom,regular,enable_roaming,3,0,1.0
openai:gpt-realtime-1.5,telecom,regular,get_bills_for_customer,9,0,1.0
openai:gpt-realtime-1.5,telecom,regular,get_customer_by_phone,141,35,0.75177304964539
openai:gpt-realtime-1.5,telecom,regular,get_data_usage,1,0,1.0
openai:gpt-realtime-1.5,telecom,regular,get_details_by_id,109,1,0.9908256880733946
openai:gpt-realtime-1.5,telecom,regular,grant_app_permission,3,3,0.0
openai:gpt-realtime-1.5,telecom,regular,make_payment,1,1,0.0
openai:gpt-realtime-1.5,telecom,regular,reboot_device,1,1,0.0
openai:gpt-realtime-1.5,telecom,regular,refuel_data,7,0,1.0
openai:gpt-realtime-1.5,telecom,regular,reseat_sim_card,7,7,0.0
openai:gpt-realtime-1.5,telecom,regular,reset_apn_settings,14,14,0.0
openai:gpt-realtime-1.5,telecom,regular,resume_line,7,0,1.0
openai:gpt-realtime-1.5,telecom,regular,run_speed_test,2,2,0.0
openai:gpt-realtime-1.5,telecom,regular,send_payment_request,7,0,1.0
openai:gpt-realtime-1.5,telecom,regular,set_network_mode_preference,25,25,0.0
openai:gpt-realtime-1.5,telecom,regular,toggle_airplane_mode,3,3,0.0
openai:gpt-realtime-1.5,telecom,regular,toggle_data,2,2,0.0
openai:gpt-realtime-1.5,telecom,regular,toggle_wifi_calling,1,1,0.0
openai:gpt-realtime-1.5,telecom,regular,transfer_to_human_agents,75,0,1.0
openai:gpt-realtime-2025-08-28,airline,control,book_reservation,11,4,0.6363636363636364
openai:gpt-realtime-2025-08-28,airline,control,calculate,36,2,0.9444444444444444
openai:gpt-realtime-2025-08-28,airline,control,cancel_reservation,23,0,1.0
openai:gpt-realtime-2025-08-28,airline,control,get_flight_status,29,0,1.0
openai:gpt-realtime-2025-08-28,airline,control,get_reservation_details,131,11,0.916030534351145
openai:gpt-realtime-2025-08-28,airline,control,get_user_details,63,25,0.6031746031746033
openai:gpt-realtime-2025-08-28,airline,control,list_all_airports,1,0,1.0
openai:gpt-realtime-2025-08-28,airline,control,search_direct_flight,44,1,0.9772727272727273
openai:gpt-realtime-2025-08-28,airline,control,search_onestop_flight,22,0,1.0
openai:gpt-realtime-2025-08-28,airline,control,send_certificate,4,0,1.0
openai:gpt-realtime-2025-08-28,airline,control,transfer_to_human_agents,10,0,1.0
openai:gpt-realtime-2025-08-28,airline,control,update_reservation_baggages,8,1,0.875
