llm,domain,background_noise_file,speech_complexity,pass_hat_1,pass_hat_1_std,pass_hat_2,pass_hat_2_std,pass_hat_3,pass_hat_3_std,pass_hat_4,pass_hat_4_std,pass_hat_5,pass_hat_5_std,num_tasks,num_simulations,avg_reward
xai:xai-realtime,airline,people_talking.wav,regular,0.07142857142857142,0.25753937681885636,,,,,,,,,14,14,0.07142857142857142
xai:xai-realtime,airline,street_and_metro_station_iphone_mic.wav,regular,0.42857142857142855,0.49487165930539345,,,,,,,,,14,14,0.42857142857142855
xai:xai-realtime,airline,,control,0.46,0.49839743177508455,,,,,,,,,50,50,0.46
xai:xai-realtime,retail,busy_street_iphone_mic.wav,control_audio,0.55,0.49749371855331,,,,,,,,,20,20,0.55
xai:xai-realtime,retail,busy_street_iphone_mic.wav,regular,0.5,0.5,,,,,,,,,22,22,0.5
xai:xai-realtime,retail,medium_size_room_tv_news_iphone_mic.wav,control_audio,0.34615384615384615,0.47574295680203776,,,,,,,,,26,26,0.34615384615384615
xai:xai-realtime,retail,medium_size_room_tv_news_iphone_mic.wav,regular,0.38461538461538464,0.4865042554105199,,,,,,,,,26,26,0.38461538461538464
xai:xai-realtime,retail,people_talking.wav,control_audio,0.47368421052631576,0.4993069989739547,,,,,,,,,38,38,0.47368421052631576
xai:xai-realtime,retail,people_talking.wav,regular,0.25806451612903225,0.4375696763306625,,,,,,,,,31,31,0.25806451612903225
xai:xai-realtime,retail,street_and_metro_station_iphone_mic.wav,control_audio,0.43333333333333335,0.4955356249106168,,,,,,,,,30,30,0.43333333333333335
xai:xai-realtime,retail,street_and_metro_station_iphone_mic.wav,regular,0.37142857142857144,0.4831867007225075,,,,,,,,,35,35,0.37142857142857144
xai:xai-realtime,retail,,control,0.4824561403508772,0.49969211819740755,,,,,,,,,114,114,0.4824561403508772
xai:xai-realtime,retail,,control_accents,0.2894736842105263,0.4535181036740549,,,,,,,,,114,114,0.2894736842105263
xai:xai-realtime,retail,,control_behavior,0.5087719298245614,0.49992304732543885,,,,,,,,,114,114,0.5087719298245614
xai:xai-realtime,telecom,busy_street_iphone_mic.wav,regular,0.47619047619047616,0.49943278484292924,,,,,,,,,42,42,0.47619047619047616
xai:xai-realtime,telecom,medium_size_room_tv_news_iphone_mic.wav,regular,0.3103448275862069,0.46263475396547377,,,,,,,,,29,29,0.3103448275862069
xai:xai-realtime,telecom,people_talking.wav,regular,0.391304347826087,0.4880422678400793,,,,,,,,,23,23,0.391304347826087
xai:xai-realtime,telecom,street_and_metro_station_iphone_mic.wav,regular,0.4,0.48989794855663565,,,,,,,,,20,20,0.4
xai:xai-realtime,telecom,,control,0.5789473684210527,0.4937279747182558,,,,,,,,,114,114,0.5789473684210527
