llm,speech_complexity,action_name,num_expected,num_matched,success_rate
gemini:gemini-live-2.5-flash-native-audio,control_behavior,get_order_details,168,132,0.7857142857142857
gemini:gemini-live-2.5-flash-native-audio,control_behavior,get_product_details,54,35,0.6481481481481481
gemini:gemini-live-2.5-flash-native-audio,control_behavior,get_user_details,57,46,0.8070175438596491
gemini:gemini-live-2.5-flash-native-audio,control_behavior,modify_pending_order_address,24,13,0.5416666666666666
gemini:gemini-live-2.5-flash-native-audio,control_behavior,modify_pending_order_items,38,21,0.5526315789473685
gemini:gemini-live-2.5-flash-native-audio,control_behavior,modify_pending_order_payment,1,1,1.0
gemini:gemini-live-2.5-flash-native-audio,control_behavior,modify_user_address,11,7,0.6363636363636364
gemini:gemini-live-2.5-flash-native-audio,control_behavior,return_delivered_order_items,41,24,0.5853658536585366
gemini:gemini-live-2.5-flash-native-audio,control_behavior,transfer_to_human_agents,4,3,0.75
gemini:gemini-live-2.5-flash-native-audio,regular,book_reservation,10,2,0.2
gemini:gemini-live-2.5-flash-native-audio,regular,calculate,14,0,0.0
gemini:gemini-live-2.5-flash-native-audio,regular,cancel_pending_order,25,12,0.48
gemini:gemini-live-2.5-flash-native-audio,regular,cancel_reservation,11,6,0.5454545454545454
gemini:gemini-live-2.5-flash-native-audio,regular,enable_roaming,40,0,0.0
gemini:gemini-live-2.5-flash-native-audio,regular,exchange_delivered_order_items,35,10,0.2857142857142857
gemini:gemini-live-2.5-flash-native-audio,regular,find_user_id_by_email,14,8,0.5714285714285714
gemini:gemini-live-2.5-flash-native-audio,regular,find_user_id_by_name_zip,61,35,0.5737704918032787
gemini:gemini-live-2.5-flash-native-audio,regular,get_item_details,3,1,0.3333333333333333
gemini:gemini-live-2.5-flash-native-audio,regular,get_order_details,168,92,0.5476190476190477
gemini:gemini-live-2.5-flash-native-audio,regular,get_product_details,54,28,0.5185185185185185
gemini:gemini-live-2.5-flash-native-audio,regular,get_reservation_details,57,27,0.47368421052631576
gemini:gemini-live-2.5-flash-native-audio,regular,get_user_details,71,46,0.647887323943662
gemini:gemini-live-2.5-flash-native-audio,regular,modify_pending_order_address,24,7,0.2916666666666667
gemini:gemini-live-2.5-flash-native-audio,regular,modify_pending_order_items,39,11,0.28205128205128205
gemini:gemini-live-2.5-flash-native-audio,regular,modify_pending_order_payment,1,0,0.0
gemini:gemini-live-2.5-flash-native-audio,regular,modify_user_address,11,5,0.45454545454545453
gemini:gemini-live-2.5-flash-native-audio,regular,refuel_data,47,0,0.0
gemini:gemini-live-2.5-flash-native-audio,regular,resume_line,6,0,0.0
gemini:gemini-live-2.5-flash-native-audio,regular,return_delivered_order_items,41,11,0.2682926829268293
gemini:gemini-live-2.5-flash-native-audio,regular,search_direct_flight,20,3,0.15
gemini:gemini-live-2.5-flash-native-audio,regular,send_payment_request,6,0,0.0
gemini:gemini-live-2.5-flash-native-audio,regular,transfer_to_human_agents,24,20,0.8333333333333334
gemini:gemini-live-2.5-flash-native-audio,regular,update_reservation_baggages,5,0,0.0
gemini:gemini-live-2.5-flash-native-audio,regular,update_reservation_flights,20,0,0.0
gemini:gemini-live-2.5-flash-native-audio,regular,update_reservation_passengers,3,0,0.0
openai:gpt-realtime-1.5,control,book_reservation,10,3,0.3
openai:gpt-realtime-1.5,control,calculate,14,0,0.0
openai:gpt-realtime-1.5,control,cancel_pending_order,25,25,1.0
openai:gpt-realtime-1.5,control,cancel_reservation,11,8,0.7272727272727273
openai:gpt-realtime-1.5,control,enable_roaming,41,3,0.07317073170731707
openai:gpt-realtime-1.5,control,exchange_delivered_order_items,35,33,0.9428571428571428
openai:gpt-realtime-1.5,control,find_user_id_by_email,14,13,0.9285714285714286
openai:gpt-realtime-1.5,control,find_user_id_by_name_zip,61,52,0.8524590163934426
openai:gpt-realtime-1.5,control,get_item_details,3,0,0.0
openai:gpt-realtime-1.5,control,get_order_details,168,151,0.8988095238095238
openai:gpt-realtime-1.5,control,get_product_details,54,45,0.8333333333333334
openai:gpt-realtime-1.5,control,get_reservation_details,57,55,0.9649122807017544
openai:gpt-realtime-1.5,control,get_user_details,71,67,0.9436619718309859
openai:gpt-realtime-1.5,control,modify_pending_order_address,24,16,0.6666666666666666
openai:gpt-realtime-1.5,control,modify_pending_order_items,39,23,0.5897435897435898
openai:gpt-realtime-1.5,control,modify_pending_order_payment,1,1,1.0
openai:gpt-realtime-1.5,control,modify_user_address,11,8,0.7272727272727273
openai:gpt-realtime-1.5,control,refuel_data,50,6,0.12
openai:gpt-realtime-1.5,control,resume_line,6,6,1.0
openai:gpt-realtime-1.5,control,return_delivered_order_items,41,33,0.8048780487804879
openai:gpt-realtime-1.5,control,search_direct_flight,20,7,0.35
openai:gpt-realtime-1.5,control,send_payment_request,6,6,1.0
openai:gpt-realtime-1.5,control,transfer_to_human_agents,24,19,0.7916666666666666
openai:gpt-realtime-1.5,control,update_reservation_baggages,5,4,0.8
openai:gpt-realtime-1.5,control,update_reservation_flights,20,12,0.6
openai:gpt-realtime-1.5,control,update_reservation_passengers,3,2,0.6666666666666666
openai:gpt-realtime-1.5,control_accents,calculate,13,0,0.0
openai:gpt-realtime-1.5,control_accents,cancel_pending_order,24,21,0.875
openai:gpt-realtime-1.5,control_accents,exchange_delivered_order_items,33,25,0.7575757575757576
openai:gpt-realtime-1.5,control_accents,find_user_id_by_email,13,7,0.5384615384615384
openai:gpt-realtime-1.5,control_accents,find_user_id_by_name_zip,60,45,0.75
openai:gpt-realtime-1.5,control_accents,get_item_details,3,1,0.3333333333333333
openai:gpt-realtime-1.5,control_accents,get_order_details,168,125,0.7440476190476191
openai:gpt-realtime-1.5,control_accents,get_product_details,54,38,0.7037037037037037
openai:gpt-realtime-1.5,control_accents,get_user_details,56,45,0.8035714285714286
openai:gpt-realtime-1.5,control_accents,modify_pending_order_address,24,17,0.7083333333333334
openai:gpt-realtime-1.5,control_accents,modify_pending_order_items,38,24,0.631578947368421
openai:gpt-realtime-1.5,control_accents,modify_pending_order_payment,1,1,1.0
openai:gpt-realtime-1.5,control_accents,modify_user_address,11,8,0.7272727272727273
openai:gpt-realtime-1.5,control_accents,return_delivered_order_items,41,29,0.7073170731707317
openai:gpt-realtime-1.5,control_accents,transfer_to_human_agents,4,2,0.5
openai:gpt-realtime-1.5,control_audio,calculate,13,0,0.0
openai:gpt-realtime-1.5,control_audio,cancel_pending_order,24,21,0.875
openai:gpt-realtime-1.5,control_audio,exchange_delivered_order_items,33,24,0.7272727272727273
openai:gpt-realtime-1.5,control_audio,find_user_id_by_email,14,12,0.8571428571428571
openai:gpt-realtime-1.5,control_audio,find_user_id_by_name_zip,61,50,0.819672131147541
openai:gpt-realtime-1.5,control_audio,get_item_details,3,0,0.0
openai:gpt-realtime-1.5,control_audio,get_order_details,168,138,0.8214285714285714
openai:gpt-realtime-1.5,control_audio,get_product_details,54,39,0.7222222222222222
openai:gpt-realtime-1.5,control_audio,get_user_details,57,52,0.9122807017543859
openai:gpt-realtime-1.5,control_audio,modify_pending_order_address,23,16,0.6956521739130435
openai:gpt-realtime-1.5,control_audio,modify_pending_order_items,38,29,0.7631578947368421
openai:gpt-realtime-1.5,control_audio,modify_pending_order_payment,1,1,1.0
openai:gpt-realtime-1.5,control_audio,modify_user_address,11,9,0.8181818181818182
openai:gpt-realtime-1.5,control_audio,return_delivered_order_items,38,26,0.6842105263157895
openai:gpt-realtime-1.5,control_audio,transfer_to_human_agents,4,3,0.75
openai:gpt-realtime-1.5,control_behavior,calculate,12,0,0.0
openai:gpt-realtime-1.5,control_behavior,cancel_pending_order,25,19,0.76
openai:gpt-realtime-1.5,control_behavior,exchange_delivered_order_items,35,21,0.6
openai:gpt-realtime-1.5,control_behavior,find_user_id_by_email,14,12,0.8571428571428571
openai:gpt-realtime-1.5,control_behavior,find_user_id_by_name_zip,59,47,0.7966101694915254
openai:gpt-realtime-1.5,control_behavior,get_order_details,160,134,0.8375
openai:gpt-realtime-1.5,control_behavior,get_product_details,49,37,0.7551020408163265
openai:gpt-realtime-1.5,control_behavior,get_user_details,54,49,0.9074074074074074
openai:gpt-realtime-1.5,control_behavior,modify_pending_order_address,23,13,0.5652173913043478
openai:gpt-realtime-1.5,control_behavior,modify_pending_order_items,33,16,0.48484848484848486
openai:gpt-realtime-1.5,control_behavior,modify_pending_order_payment,1,1,1.0
openai:gpt-realtime-1.5,control_behavior,modify_user_address,11,10,0.9090909090909091
openai:gpt-realtime-1.5,control_behavior,return_delivered_order_items,41,22,0.5365853658536586
openai:gpt-realtime-1.5,control_behavior,transfer_to_human_agents,4,3,0.75
openai:gpt-realtime-1.5,regular,book_reservation,10,2,0.2
openai:gpt-realtime-1.5,regular,calculate,14,1,0.07142857142857142
openai:gpt-realtime-1.5,regular,cancel_pending_order,25,18,0.72
openai:gpt-realtime-1.5,regular,cancel_reservation,11,9,0.8181818181818182
openai:gpt-realtime-1.5,regular,enable_roaming,35,2,0.05714285714285714
openai:gpt-realtime-1.5,regular,exchange_delivered_order_items,35,21,0.6
openai:gpt-realtime-1.5,regular,find_user_id_by_email,14,10,0.7142857142857143
openai:gpt-realtime-1.5,regular,find_user_id_by_name_zip,61,40,0.6557377049180327
openai:gpt-realtime-1.5,regular,get_item_details,3,0,0.0
openai:gpt-realtime-1.5,regular,get_order_details,168,119,0.7083333333333334
openai:gpt-realtime-1.5,regular,get_product_details,54,36,0.6666666666666666
openai:gpt-realtime-1.5,regular,get_reservation_details,56,46,0.8214285714285714
openai:gpt-realtime-1.5,regular,get_user_details,71,56,0.7887323943661971
openai:gpt-realtime-1.5,regular,modify_pending_order_address,21,15,0.7142857142857143
openai:gpt-realtime-1.5,regular,modify_pending_order_items,35,15,0.42857142857142855
openai:gpt-realtime-1.5,regular,modify_pending_order_payment,1,1,1.0
openai:gpt-realtime-1.5,regular,modify_user_address,11,6,0.5454545454545454
openai:gpt-realtime-1.5,regular,refuel_data,42,7,0.16666666666666666
openai:gpt-realtime-1.5,regular,resume_line,6,4,0.6666666666666666
openai:gpt-realtime-1.5,regular,return_delivered_order_items,38,15,0.39473684210526316
openai:gpt-realtime-1.5,regular,search_direct_flight,17,2,0.11764705882352941
openai:gpt-realtime-1.5,regular,send_payment_request,6,4,0.6666666666666666
openai:gpt-realtime-1.5,regular,transfer_to_human_agents,25,16,0.64
openai:gpt-realtime-1.5,regular,update_reservation_baggages,4,2,0.5
openai:gpt-realtime-1.5,regular,update_reservation_flights,19,11,0.5789473684210527
openai:gpt-realtime-1.5,regular,update_reservation_passengers,3,2,0.6666666666666666
openai:gpt-realtime-2025-08-28,control,book_reservation,6,2,0.3333333333333333
openai:gpt-realtime-2025-08-28,control,calculate,14,0,0.0
openai:gpt-realtime-2025-08-28,control,cancel_pending_order,25,18,0.72
openai:gpt-realtime-2025-08-28,control,cancel_reservation,7,5,0.7142857142857143
openai:gpt-realtime-2025-08-28,control,enable_roaming,31,4,0.12903225806451613
openai:gpt-realtime-2025-08-28,control,exchange_delivered_order_items,35,21,0.6
openai:gpt-realtime-2025-08-28,control,find_user_id_by_email,14,12,0.8571428571428571
openai:gpt-realtime-2025-08-28,control,find_user_id_by_name_zip,61,37,0.6065573770491803
openai:gpt-realtime-2025-08-28,control,get_item_details,3,0,0.0
openai:gpt-realtime-2025-08-28,control,get_order_details,168,138,0.8214285714285714
openai:gpt-realtime-2025-08-28,control,get_product_details,54,45,0.8333333333333334
openai:gpt-realtime-2025-08-28,control,get_reservation_details,55,46,0.8363636363636363
openai:gpt-realtime-2025-08-28,control,get_user_details,71,63,0.8873239436619719
openai:gpt-realtime-2025-08-28,control,modify_pending_order_address,24,17,0.7083333333333334
openai:gpt-realtime-2025-08-28,control,modify_pending_order_items,39,26,0.6666666666666666
openai:gpt-realtime-2025-08-28,control,modify_pending_order_payment,1,1,1.0
openai:gpt-realtime-2025-08-28,control,modify_user_address,11,9,0.8181818181818182
openai:gpt-realtime-2025-08-28,control,refuel_data,40,15,0.375
openai:gpt-realtime-2025-08-28,control,resume_line,5,5,1.0
openai:gpt-realtime-2025-08-28,control,return_delivered_order_items,41,28,0.6829268292682927
openai:gpt-realtime-2025-08-28,control,search_direct_flight,20,8,0.4
openai:gpt-realtime-2025-08-28,control,send_payment_request,5,5,1.0
openai:gpt-realtime-2025-08-28,control,transfer_to_human_agents,23,18,0.782608695652174
openai:gpt-realtime-2025-08-28,control,update_reservation_baggages,5,2,0.4
openai:gpt-realtime-2025-08-28,control,update_reservation_flights,19,13,0.6842105263157895
openai:gpt-realtime-2025-08-28,control,update_reservation_passengers,3,0,0.0
openai:gpt-realtime-2025-08-28,control_accents,calculate,13,0,0.0
openai:gpt-realtime-2025-08-28,control_accents,cancel_pending_order,25,15,0.6
openai:gpt-realtime-2025-08-28,control_accents,exchange_delivered_order_items,35,20,0.5714285714285714
openai:gpt-realtime-2025-08-28,control_accents,find_user_id_by_email,14,10,0.7142857142857143
openai:gpt-realtime-2025-08-28,control_accents,find_user_id_by_name_zip,61,32,0.5245901639344263
openai:gpt-realtime-2025-08-28,control_accents,get_item_details,3,2,0.6666666666666666
openai:gpt-realtime-2025-08-28,control_accents,get_order_details,168,124,0.7380952380952381
openai:gpt-realtime-2025-08-28,control_accents,get_product_details,54,41,0.7592592592592593
openai:gpt-realtime-2025-08-28,control_accents,get_user_details,57,47,0.8245614035087719
openai:gpt-realtime-2025-08-28,control_accents,modify_pending_order_address,24,12,0.5
openai:gpt-realtime-2025-08-28,control_accents,modify_pending_order_items,39,23,0.5897435897435898
openai:gpt-realtime-2025-08-28,control_accents,modify_pending_order_payment,1,1,1.0
openai:gpt-realtime-2025-08-28,control_accents,modify_user_address,11,5,0.45454545454545453
openai:gpt-realtime-2025-08-28,control_accents,return_delivered_order_items,41,25,0.6097560975609756
openai:gpt-realtime-2025-08-28,control_accents,transfer_to_human_agents,4,3,0.75
openai:gpt-realtime-2025-08-28,control_audio,calculate,13,1,0.07692307692307693
openai:gpt-realtime-2025-08-28,control_audio,cancel_pending_order,25,17,0.68
openai:gpt-realtime-2025-08-28,control_audio,exchange_delivered_order_items,35,20,0.5714285714285714
openai:gpt-realtime-2025-08-28,control_audio,find_user_id_by_email,14,11,0.7857142857142857
openai:gpt-realtime-2025-08-28,control_audio,find_user_id_by_name_zip,61,35,0.5737704918032787
openai:gpt-realtime-2025-08-28,control_audio,get_item_details,3,0,0.0
openai:gpt-realtime-2025-08-28,control_audio,get_order_details,168,129,0.7678571428571429
openai:gpt-realtime-2025-08-28,control_audio,get_product_details,54,36,0.6666666666666666
openai:gpt-realtime-2025-08-28,control_audio,get_user_details,57,46,0.8070175438596491
openai:gpt-realtime-2025-08-28,control_audio,modify_pending_order_address,24,18,0.75
openai:gpt-realtime-2025-08-28,control_audio,modify_pending_order_items,39,21,0.5384615384615384
openai:gpt-realtime-2025-08-28,control_audio,modify_pending_order_payment,1,1,1.0
openai:gpt-realtime-2025-08-28,control_audio,modify_user_address,11,9,0.8181818181818182
openai:gpt-realtime-2025-08-28,control_audio,return_delivered_order_items,41,28,0.6829268292682927
openai:gpt-realtime-2025-08-28,control_audio,transfer_to_human_agents,4,3,0.75
openai:gpt-realtime-2025-08-28,control_behavior,calculate,13,0,0.0
openai:gpt-realtime-2025-08-28,control_behavior,cancel_pending_order,25,14,0.56
openai:gpt-realtime-2025-08-28,control_behavior,exchange_delivered_order_items,35,19,0.5428571428571428
openai:gpt-realtime-2025-08-28,control_behavior,find_user_id_by_email,14,6,0.42857142857142855
openai:gpt-realtime-2025-08-28,control_behavior,find_user_id_by_name_zip,61,43,0.7049180327868853
openai:gpt-realtime-2025-08-28,control_behavior,get_item_details,3,2,0.6666666666666666
openai:gpt-realtime-2025-08-28,control_behavior,get_order_details,168,128,0.7619047619047619
openai:gpt-realtime-2025-08-28,control_behavior,get_product_details,54,44,0.8148148148148148
openai:gpt-realtime-2025-08-28,control_behavior,get_user_details,57,50,0.8771929824561403
openai:gpt-realtime-2025-08-28,control_behavior,modify_pending_order_address,24,18,0.75
openai:gpt-realtime-2025-08-28,control_behavior,modify_pending_order_items,39,24,0.6153846153846154
openai:gpt-realtime-2025-08-28,control_behavior,modify_pending_order_payment,1,1,1.0
openai:gpt-realtime-2025-08-28,control_behavior,modify_user_address,11,9,0.8181818181818182
openai:gpt-realtime-2025-08-28,control_behavior,return_delivered_order_items,41,22,0.5365853658536586
openai:gpt-realtime-2025-08-28,control_behavior,transfer_to_human_agents,4,3,0.75
openai:gpt-realtime-2025-08-28,regular,book_reservation,9,2,0.2222222222222222
openai:gpt-realtime-2025-08-28,regular,calculate,14,1,0.07142857142857142
openai:gpt-realtime-2025-08-28,regular,cancel_pending_order,25,14,0.56
openai:gpt-realtime-2025-08-28,regular,cancel_reservation,9,5,0.5555555555555556
openai:gpt-realtime-2025-08-28,regular,enable_roaming,28,2,0.07142857142857142
openai:gpt-realtime-2025-08-28,regular,exchange_delivered_order_items,35,16,0.45714285714285713
openai:gpt-realtime-2025-08-28,regular,find_user_id_by_email,14,9,0.6428571428571429
openai:gpt-realtime-2025-08-28,regular,find_user_id_by_name_zip,61,42,0.6885245901639344
openai:gpt-realtime-2025-08-28,regular,get_item_details,3,0,0.0
openai:gpt-realtime-2025-08-28,regular,get_order_details,168,108,0.6428571428571429
openai:gpt-realtime-2025-08-28,regular,get_product_details,54,39,0.7222222222222222
openai:gpt-realtime-2025-08-28,regular,get_reservation_details,55,42,0.7636363636363637
openai:gpt-realtime-2025-08-28,regular,get_user_details,71,50,0.704225352112676
openai:gpt-realtime-2025-08-28,regular,modify_pending_order_address,24,8,0.3333333333333333
openai:gpt-realtime-2025-08-28,regular,modify_pending_order_items,39,18,0.46153846153846156
openai:gpt-realtime-2025-08-28,regular,modify_pending_order_payment,1,0,0.0
openai:gpt-realtime-2025-08-28,regular,modify_user_address,11,6,0.5454545454545454
openai:gpt-realtime-2025-08-28,regular,refuel_data,43,12,0.27906976744186046
openai:gpt-realtime-2025-08-28,regular,resume_line,6,6,1.0
openai:gpt-realtime-2025-08-28,regular,return_delivered_order_items,41,15,0.36585365853658536
openai:gpt-realtime-2025-08-28,regular,search_direct_flight,20,10,0.5
openai:gpt-realtime-2025-08-28,regular,send_payment_request,6,5,0.8333333333333334
openai:gpt-realtime-2025-08-28,regular,transfer_to_human_agents,24,19,0.7916666666666666
openai:gpt-realtime-2025-08-28,regular,update_reservation_baggages,5,2,0.4
openai:gpt-realtime-2025-08-28,regular,update_reservation_flights,19,7,0.3684210526315789
openai:gpt-realtime-2025-08-28,regular,update_reservation_passengers,3,0,0.0
xai:xai-realtime,control,book_reservation,9,0,0.0
xai:xai-realtime,control,calculate,13,1,0.07692307692307693
xai:xai-realtime,control,cancel_pending_order,20,14,0.7
xai:xai-realtime,control,cancel_reservation,10,3,0.3
xai:xai-realtime,control,enable_roaming,17,15,0.8823529411764706
xai:xai-realtime,control,exchange_delivered_order_items,30,17,0.5666666666666667
xai:xai-realtime,control,find_user_id_by_email,10,1,0.1
xai:xai-realtime,control,find_user_id_by_name_zip,54,30,0.5555555555555556
xai:xai-realtime,control,get_item_details,3,0,0.0
xai:xai-realtime,control,get_order_details,133,81,0.6090225563909775
xai:xai-realtime,control,get_product_details,47,30,0.6382978723404256
xai:xai-realtime,control,get_reservation_details,57,22,0.38596491228070173
xai:xai-realtime,control,get_user_details,61,34,0.5573770491803278
xai:xai-realtime,control,modify_pending_order_address,20,12,0.6
xai:xai-realtime,control,modify_pending_order_items,29,16,0.5517241379310345
xai:xai-realtime,control,modify_pending_order_payment,1,0,0.0
xai:xai-realtime,control,modify_user_address,10,5,0.5
xai:xai-realtime,control,refuel_data,22,19,0.8636363636363636
xai:xai-realtime,control,resume_line,6,6,1.0
xai:xai-realtime,control,return_delivered_order_items,25,14,0.56
xai:xai-realtime,control,search_direct_flight,20,2,0.1
xai:xai-realtime,control,send_payment_request,6,6,1.0
xai:xai-realtime,control,transfer_to_human_agents,22,17,0.7727272727272727
xai:xai-realtime,control,update_reservation_baggages,4,2,0.5
xai:xai-realtime,control,update_reservation_flights,19,6,0.3157894736842105
xai:xai-realtime,control,update_reservation_passengers,3,0,0.0
xai:xai-realtime,control_accents,calculate,11,1,0.09090909090909091
xai:xai-realtime,control_accents,cancel_pending_order,18,4,0.2222222222222222
xai:xai-realtime,control_accents,exchange_delivered_order_items,21,10,0.47619047619047616
xai:xai-realtime,control_accents,find_user_id_by_email,10,2,0.2
xai:xai-realtime,control_accents,find_user_id_by_name_zip,42,22,0.5238095238095238
xai:xai-realtime,control_accents,get_item_details,3,0,0.0
xai:xai-realtime,control_accents,get_order_details,111,59,0.5315315315315315
xai:xai-realtime,control_accents,get_product_details,33,16,0.48484848484848486
xai:xai-realtime,control_accents,get_user_details,39,24,0.6153846153846154
xai:xai-realtime,control_accents,modify_pending_order_address,12,1,0.08333333333333333
xai:xai-realtime,control_accents,modify_pending_order_items,19,7,0.3684210526315789
xai:xai-realtime,control_accents,modify_pending_order_payment,1,0,0.0
xai:xai-realtime,control_accents,modify_user_address,9,6,0.6666666666666666
xai:xai-realtime,control_accents,return_delivered_order_items,28,12,0.42857142857142855
xai:xai-realtime,control_accents,transfer_to_human_agents,4,2,0.5
xai:xai-realtime,control_audio,calculate,9,0,0.0
xai:xai-realtime,control_audio,cancel_pending_order,15,7,0.4666666666666667
xai:xai-realtime,control_audio,exchange_delivered_order_items,25,15,0.6
xai:xai-realtime,control_audio,find_user_id_by_email,8,0,0.0
xai:xai-realtime,control_audio,find_user_id_by_name_zip,48,27,0.5625
xai:xai-realtime,control_audio,get_order_details,127,87,0.6850393700787402
xai:xai-realtime,control_audio,get_product_details,37,28,0.7567567567567568
xai:xai-realtime,control_audio,get_user_details,44,33,0.75
xai:xai-realtime,control_audio,modify_pending_order_address,19,7,0.3684210526315789
xai:xai-realtime,control_audio,modify_pending_order_items,27,15,0.5555555555555556
xai:xai-realtime,control_audio,modify_pending_order_payment,1,0,0.0
xai:xai-realtime,control_audio,modify_user_address,10,4,0.4
xai:xai-realtime,control_audio,return_delivered_order_items,32,17,0.53125
xai:xai-realtime,control_audio,transfer_to_human_agents,4,3,0.75
