llm,domain,speech_complexity,provider,simulation_id,task_id,user_speech_start_tick,user_speech_start_time_sec,user_speech_duration_ticks,user_speech_duration_sec
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,7030fdcc-dd31-4eb6-babd-4dbc8b5b1bed,3,279,55.800000000000004,22,4.4
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,7030fdcc-dd31-4eb6-babd-4dbc8b5b1bed,3,328,65.60000000000001,19,3.8000000000000003
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,7030fdcc-dd31-4eb6-babd-4dbc8b5b1bed,3,424,84.80000000000001,20,4.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,7030fdcc-dd31-4eb6-babd-4dbc8b5b1bed,3,469,93.80000000000001,1,0.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bc6cb54e-58a7-409c-87d2-35d18ca59765,6,26,5.2,25,5.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bc6cb54e-58a7-409c-87d2-35d18ca59765,6,77,15.4,4,0.8
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bc6cb54e-58a7-409c-87d2-35d18ca59765,6,107,21.400000000000002,13,2.6
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bc6cb54e-58a7-409c-87d2-35d18ca59765,6,139,27.8,18,3.6
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bc6cb54e-58a7-409c-87d2-35d18ca59765,6,199,39.800000000000004,15,3.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bc6cb54e-58a7-409c-87d2-35d18ca59765,6,239,47.800000000000004,72,14.4
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bc6cb54e-58a7-409c-87d2-35d18ca59765,6,339,67.8,26,5.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bc6cb54e-58a7-409c-87d2-35d18ca59765,6,391,78.2,25,5.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bc6cb54e-58a7-409c-87d2-35d18ca59765,6,439,87.80000000000001,21,4.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bc6cb54e-58a7-409c-87d2-35d18ca59765,6,469,93.80000000000001,9,1.8
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bc6cb54e-58a7-409c-87d2-35d18ca59765,6,504,100.80000000000001,31,6.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bc6cb54e-58a7-409c-87d2-35d18ca59765,6,549,109.80000000000001,22,4.4
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bc6cb54e-58a7-409c-87d2-35d18ca59765,6,589,117.80000000000001,16,3.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bc6cb54e-58a7-409c-87d2-35d18ca59765,6,631,126.2,5,1.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bc6cb54e-58a7-409c-87d2-35d18ca59765,6,649,129.8,1,0.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,e9faea72-b7c9-4870-a1b5-aadd808243ee,4,26,5.2,46,9.200000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,e9faea72-b7c9-4870-a1b5-aadd808243ee,4,98,19.6,21,4.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,e9faea72-b7c9-4870-a1b5-aadd808243ee,4,156,31.200000000000003,38,7.6000000000000005
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,e9faea72-b7c9-4870-a1b5-aadd808243ee,4,229,45.800000000000004,7,1.4000000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,e9faea72-b7c9-4870-a1b5-aadd808243ee,4,278,55.6,40,8.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,e9faea72-b7c9-4870-a1b5-aadd808243ee,4,357,71.4,18,3.6
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,e9faea72-b7c9-4870-a1b5-aadd808243ee,4,429,85.80000000000001,7,1.4000000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,e9faea72-b7c9-4870-a1b5-aadd808243ee,4,471,94.2,10,2.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,e9faea72-b7c9-4870-a1b5-aadd808243ee,4,509,101.80000000000001,38,7.6000000000000005
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,e9faea72-b7c9-4870-a1b5-aadd808243ee,4,569,113.80000000000001,30,6.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,e9faea72-b7c9-4870-a1b5-aadd808243ee,4,637,127.4,14,2.8000000000000003
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c3473187-40d3-4eac-953a-fd75f0c54e39,8,26,5.2,46,9.200000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c3473187-40d3-4eac-953a-fd75f0c54e39,8,89,17.8,16,3.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c3473187-40d3-4eac-953a-fd75f0c54e39,8,133,26.6,27,5.4
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c3473187-40d3-4eac-953a-fd75f0c54e39,8,209,41.800000000000004,17,3.4000000000000004
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c3473187-40d3-4eac-953a-fd75f0c54e39,8,239,47.800000000000004,7,1.4000000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c3473187-40d3-4eac-953a-fd75f0c54e39,8,272,54.400000000000006,27,5.4
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c3473187-40d3-4eac-953a-fd75f0c54e39,8,325,65.0,62,12.4
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c3473187-40d3-4eac-953a-fd75f0c54e39,8,439,87.80000000000001,5,1.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c3473187-40d3-4eac-953a-fd75f0c54e39,8,449,89.80000000000001,16,3.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c3473187-40d3-4eac-953a-fd75f0c54e39,8,491,98.2,5,1.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c3473187-40d3-4eac-953a-fd75f0c54e39,8,558,111.60000000000001,20,4.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c3473187-40d3-4eac-953a-fd75f0c54e39,8,612,122.4,6,1.2000000000000002
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c3473187-40d3-4eac-953a-fd75f0c54e39,8,644,128.8,7,1.4000000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c3473187-40d3-4eac-953a-fd75f0c54e39,8,689,137.8,20,4.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c3473187-40d3-4eac-953a-fd75f0c54e39,8,759,151.8,1,0.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c30c5ef4-54a2-4038-9686-9366882e329b,7,26,5.2,40,8.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c30c5ef4-54a2-4038-9686-9366882e329b,7,92,18.400000000000002,24,4.800000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c30c5ef4-54a2-4038-9686-9366882e329b,7,139,27.8,46,9.200000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c30c5ef4-54a2-4038-9686-9366882e329b,7,219,43.800000000000004,6,1.2000000000000002
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c30c5ef4-54a2-4038-9686-9366882e329b,7,279,55.800000000000004,33,6.6000000000000005
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c30c5ef4-54a2-4038-9686-9366882e329b,7,389,77.80000000000001,25,5.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c30c5ef4-54a2-4038-9686-9366882e329b,7,429,85.80000000000001,84,16.8
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c30c5ef4-54a2-4038-9686-9366882e329b,7,554,110.80000000000001,14,2.8000000000000003
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c30c5ef4-54a2-4038-9686-9366882e329b,7,612,122.4,6,1.2000000000000002
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c30c5ef4-54a2-4038-9686-9366882e329b,7,644,128.8,9,1.8
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c30c5ef4-54a2-4038-9686-9366882e329b,7,699,139.8,5,1.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,c30c5ef4-54a2-4038-9686-9366882e329b,7,759,151.8,1,0.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,de71ed78-ca5b-45f6-8854-251e09a5280d,12,26,5.2,78,15.600000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,de71ed78-ca5b-45f6-8854-251e09a5280d,12,130,26.0,26,5.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,de71ed78-ca5b-45f6-8854-251e09a5280d,12,182,36.4,5,1.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,de71ed78-ca5b-45f6-8854-251e09a5280d,12,222,44.400000000000006,31,6.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,de71ed78-ca5b-45f6-8854-251e09a5280d,12,305,61.0,7,1.4000000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,de71ed78-ca5b-45f6-8854-251e09a5280d,12,344,68.8,6,1.2000000000000002
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,de71ed78-ca5b-45f6-8854-251e09a5280d,12,384,76.80000000000001,6,1.2000000000000002
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,ceacf6e7-b8c3-4bc5-8bcd-1bf4908c66b7,1,26,5.2,30,6.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,ceacf6e7-b8c3-4bc5-8bcd-1bf4908c66b7,1,79,15.8,42,8.4
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,ceacf6e7-b8c3-4bc5-8bcd-1bf4908c66b7,1,148,29.6,9,1.8
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,ceacf6e7-b8c3-4bc5-8bcd-1bf4908c66b7,1,219,43.800000000000004,9,1.8
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,ceacf6e7-b8c3-4bc5-8bcd-1bf4908c66b7,1,258,51.6,10,2.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,ceacf6e7-b8c3-4bc5-8bcd-1bf4908c66b7,1,310,62.0,14,2.8000000000000003
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,ceacf6e7-b8c3-4bc5-8bcd-1bf4908c66b7,1,378,75.60000000000001,7,1.4000000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,ceacf6e7-b8c3-4bc5-8bcd-1bf4908c66b7,1,430,86.0,1,0.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bcc2b71d-bd63-4178-be1f-17190add421f,15,26,5.2,25,5.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bcc2b71d-bd63-4178-be1f-17190add421f,15,77,15.4,22,4.4
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bcc2b71d-bd63-4178-be1f-17190add421f,15,126,25.200000000000003,5,1.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bcc2b71d-bd63-4178-be1f-17190add421f,15,149,29.8,14,2.8000000000000003
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bcc2b71d-bd63-4178-be1f-17190add421f,15,195,39.0,38,7.6000000000000005
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bcc2b71d-bd63-4178-be1f-17190add421f,15,282,56.400000000000006,6,1.2000000000000002
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,bcc2b71d-bd63-4178-be1f-17190add421f,15,314,62.800000000000004,12,2.4000000000000004
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0f12bd54-b6f1-4963-80dc-879d62b6c930,11,26,5.2,38,7.6000000000000005
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0f12bd54-b6f1-4963-80dc-879d62b6c930,11,93,18.6,29,5.800000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0f12bd54-b6f1-4963-80dc-879d62b6c930,11,148,29.6,49,9.8
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0f12bd54-b6f1-4963-80dc-879d62b6c930,11,242,48.400000000000006,58,11.600000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0f12bd54-b6f1-4963-80dc-879d62b6c930,11,362,72.4,16,3.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0f12bd54-b6f1-4963-80dc-879d62b6c930,11,459,91.80000000000001,37,7.4
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0f12bd54-b6f1-4963-80dc-879d62b6c930,11,509,101.80000000000001,24,4.800000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0f12bd54-b6f1-4963-80dc-879d62b6c930,11,579,115.80000000000001,6,1.2000000000000002
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0f12bd54-b6f1-4963-80dc-879d62b6c930,11,611,122.2,5,1.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0f12bd54-b6f1-4963-80dc-879d62b6c930,11,668,133.6,15,3.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0f12bd54-b6f1-4963-80dc-879d62b6c930,11,730,146.0,1,0.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,f2956bb5-fd29-424f-b773-911f55061962,9,26,5.2,138,27.6
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,f2956bb5-fd29-424f-b773-911f55061962,9,190,38.0,46,9.200000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,f2956bb5-fd29-424f-b773-911f55061962,9,262,52.400000000000006,82,16.400000000000002
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,f2956bb5-fd29-424f-b773-911f55061962,9,370,74.0,39,7.800000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,f2956bb5-fd29-424f-b773-911f55061962,9,447,89.4,53,10.600000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,f2956bb5-fd29-424f-b773-911f55061962,9,526,105.2,105,21.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,f2956bb5-fd29-424f-b773-911f55061962,9,657,131.4,41,8.200000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,f2956bb5-fd29-424f-b773-911f55061962,9,724,144.8,104,20.8
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,f2956bb5-fd29-424f-b773-911f55061962,9,839,167.8,100,20.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,f2956bb5-fd29-424f-b773-911f55061962,9,965,193.0,35,7.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,f2956bb5-fd29-424f-b773-911f55061962,9,1052,210.4,101,20.200000000000003
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,f2956bb5-fd29-424f-b773-911f55061962,9,1193,238.60000000000002,37,7.4
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,f2956bb5-fd29-424f-b773-911f55061962,9,1262,252.4,39,7.800000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,f2956bb5-fd29-424f-b773-911f55061962,9,1369,273.8,5,1.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,f2956bb5-fd29-424f-b773-911f55061962,9,1389,277.8,25,5.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d9aff308-6d40-454a-ba5d-17c46d194b64,18,26,5.2,42,8.4
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d9aff308-6d40-454a-ba5d-17c46d194b64,18,94,18.8,10,2.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d9aff308-6d40-454a-ba5d-17c46d194b64,18,130,26.0,8,1.6
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d9aff308-6d40-454a-ba5d-17c46d194b64,18,164,32.800000000000004,1,0.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,26,5.2,39,7.800000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,93,18.6,24,4.800000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,145,29.0,40,8.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,212,42.400000000000006,25,5.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,281,56.2,6,1.2000000000000002
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,313,62.6,18,3.6
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,393,78.60000000000001,21,4.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,440,88.0,9,1.8
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,514,102.80000000000001,30,6.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,599,119.80000000000001,6,1.2000000000000002
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,631,126.2,6,1.2000000000000002
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,679,135.8,30,6.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,753,150.6,35,7.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,826,165.20000000000002,10,2.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,874,174.8,20,4.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,929,185.8,36,7.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,1012,202.4,20,4.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,1058,211.60000000000002,18,3.6
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,d3b144e7-80ca-4c16-a156-8ef7283f5bb3,10,1109,221.8,16,3.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,47aa74f2-f2b2-4617-aa8f-23c2eb10f7f8,17,26,5.2,50,10.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,47aa74f2-f2b2-4617-aa8f-23c2eb10f7f8,17,126,25.200000000000003,70,14.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,47aa74f2-f2b2-4617-aa8f-23c2eb10f7f8,17,239,47.800000000000004,10,2.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,47aa74f2-f2b2-4617-aa8f-23c2eb10f7f8,17,275,55.0,10,2.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,47aa74f2-f2b2-4617-aa8f-23c2eb10f7f8,17,316,63.2,5,1.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,47aa74f2-f2b2-4617-aa8f-23c2eb10f7f8,17,379,75.8,4,0.8
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,47aa74f2-f2b2-4617-aa8f-23c2eb10f7f8,17,409,81.80000000000001,15,3.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,47aa74f2-f2b2-4617-aa8f-23c2eb10f7f8,17,452,90.4,18,3.6
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,47aa74f2-f2b2-4617-aa8f-23c2eb10f7f8,17,499,99.80000000000001,9,1.8
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,47aa74f2-f2b2-4617-aa8f-23c2eb10f7f8,17,539,107.80000000000001,4,0.8
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,47aa74f2-f2b2-4617-aa8f-23c2eb10f7f8,17,569,113.80000000000001,1,0.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0da90041-1771-489f-9ea6-65c6446bc7bf,13,26,5.2,12,2.4000000000000004
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0da90041-1771-489f-9ea6-65c6446bc7bf,13,67,13.4,27,5.4
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0da90041-1771-489f-9ea6-65c6446bc7bf,13,120,24.0,13,2.6
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0da90041-1771-489f-9ea6-65c6446bc7bf,13,169,33.800000000000004,18,3.6
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0da90041-1771-489f-9ea6-65c6446bc7bf,13,213,42.6,6,1.2000000000000002
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0da90041-1771-489f-9ea6-65c6446bc7bf,13,267,53.400000000000006,21,4.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0da90041-1771-489f-9ea6-65c6446bc7bf,13,314,62.800000000000004,14,2.8000000000000003
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0da90041-1771-489f-9ea6-65c6446bc7bf,13,380,76.0,24,4.800000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0da90041-1771-489f-9ea6-65c6446bc7bf,13,439,87.80000000000001,26,5.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0da90041-1771-489f-9ea6-65c6446bc7bf,13,539,107.80000000000001,6,1.2000000000000002
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0da90041-1771-489f-9ea6-65c6446bc7bf,13,571,114.2,10,2.0
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0da90041-1771-489f-9ea6-65c6446bc7bf,13,669,133.8,18,3.6
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0da90041-1771-489f-9ea6-65c6446bc7bf,13,699,139.8,16,3.2
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0da90041-1771-489f-9ea6-65c6446bc7bf,13,779,155.8,8,1.6
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0da90041-1771-489f-9ea6-65c6446bc7bf,13,789,157.8,7,1.4000000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0da90041-1771-489f-9ea6-65c6446bc7bf,13,869,173.8,6,1.2000000000000002
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,0da90041-1771-489f-9ea6-65c6446bc7bf,13,901,180.20000000000002,4,0.8
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,6336f4ce-ddd6-46d1-a63d-0b0eaeb78e70,19,26,5.2,17,3.4000000000000004
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,6336f4ce-ddd6-46d1-a63d-0b0eaeb78e70,19,70,14.0,24,4.800000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,6336f4ce-ddd6-46d1-a63d-0b0eaeb78e70,19,120,24.0,56,11.200000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,6336f4ce-ddd6-46d1-a63d-0b0eaeb78e70,19,234,46.800000000000004,6,1.2000000000000002
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,6336f4ce-ddd6-46d1-a63d-0b0eaeb78e70,19,273,54.6,6,1.2000000000000002
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,6336f4ce-ddd6-46d1-a63d-0b0eaeb78e70,19,322,64.4,58,11.600000000000001
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,6336f4ce-ddd6-46d1-a63d-0b0eaeb78e70,19,451,90.2,8,1.6
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,9f25d981-64aa-460c-9741-51af11f350fd,14,26,5.2,22,4.4
gemini:gemini-live-2.5-flash-native-audio,airline,regular,gemini,9f25d981-64aa-460c-9741-51af11f350fd,14,86,17.2,58,11.600000000000001
