llm,domain,speech_complexity,simulation_id,task_id,trial,termination_reason,reward,success
gemini:gemini-live-2.5-flash-native-audio,airline,regular,c39b055f-34ce-410c-9d11-49c4ad189435,36,0,user_stop,1.0,True
gemini:gemini-live-2.5-flash-native-audio,airline,regular,1c37ba13-215c-441c-b405-0803cb6545fa,41,0,user_stop,0.0,False
gemini:gemini-live-2.5-flash-native-audio,airline,regular,c3cbbae7-9e0b-438c-8973-85fa814103a3,38,0,user_stop,0.0,False
gemini:gemini-live-2.5-flash-native-audio,airline,regular,8d9cb0af-5db1-4306-aa60-ab93dabf6740,40,0,user_stop,0.0,False
gemini:gemini-live-2.5-flash-native-audio,airline,regular,3e4201af-6e12-4605-95f7-d94f2f83412d,44,0,user_stop,0.0,False
gemini:gemini-live-2.5-flash-native-audio,airline,regular,a44fa34c-12dd-4568-b184-cdf237d6efbc,39,0,user_stop,0.0,False
gemini:gemini-live-2.5-flash-native-audio,airline,regular,e1e9577a-8e0d-4703-a81b-64842010d957,46,0,agent_stop,1.0,True
gemini:gemini-live-2.5-flash-native-audio,airline,regular,f33f7a81-eaba-4473-b030-db1f9044c2c0,42,0,user_stop,0.0,False
gemini:gemini-live-2.5-flash-native-audio,airline,regular,8f367be7-160c-4c1f-bb2e-698b778bedb3,43,0,agent_stop,1.0,True
gemini:gemini-live-2.5-flash-native-audio,airline,regular,01db805b-1031-4ac6-863e-947f842aba67,48,0,user_stop,0.0,False
gemini:gemini-live-2.5-flash-native-audio,airline,regular,58771ecc-45ee-480e-8110-984a8c684ff9,37,0,agent_stop,0.0,False
gemini:gemini-live-2.5-flash-native-audio,airline,regular,4b6eb40a-6435-46bb-b5f2-fbc9782f9910,16,0,user_stop,0.0,False
gemini:gemini-live-2.5-flash-native-audio,airline,regular,093b22ec-d417-4280-8f6c-ba3df54f76bb,45,0,user_stop,0.0,False
gemini:gemini-live-2.5-flash-native-audio,airline,regular,fed03716-9608-4e1e-99ad-809b3ac10381,49,0,agent_stop,1.0,True
gemini:gemini-live-2.5-flash-native-audio,airline,regular,459f72b8-24c1-4463-a5d7-159615693855,47,0,user_stop,0.0,False
gemini:gemini-live-2.5-flash-native-audio,airline,regular,6b215e59-7aae-4cd6-b5c2-1fd1418a12cb,32,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,f3400afb-7fdb-4eef-a19a-d51435d44941,4,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,83b645f3-533e-448c-a57d-6b6bf0d551b2,3,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,61c25681-3e14-4e46-93b3-778530441743,2,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,ed3d7e7b-d604-4c6d-89ca-b158fc3e69cf,1,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,369c162c-6a77-43cd-9b9a-bb560ccc4c00,6,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,46fb2e7e-44c4-487a-aaf9-a1480b45e5ec,0,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,9f56c0f7-371e-47f6-b95b-1f87ed4d8037,12,0,agent_stop,1.0,True
xai:xai-realtime,retail,control_audio,f60dc6ac-07dc-42f2-9e2c-e1ea144218f7,10,0,agent_stop,1.0,True
xai:xai-realtime,retail,control_audio,816e1749-623f-41aa-828f-21e15a2f69a3,13,0,agent_stop,0.0,False
xai:xai-realtime,retail,control_audio,3d9dc050-4198-4374-8bdb-d8f023e6e2f4,15,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,4cccbe00-dc8f-4405-937d-6d89faacad91,11,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,15f7bf42-59f5-454a-a215-b8bdd70b7293,9,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,ffae4a80-d6d7-432c-a112-0bab86b33f56,19,0,agent_stop,0.0,False
xai:xai-realtime,retail,control_audio,2e38c78e-8b87-4d45-bff3-e00a6005202d,18,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,575abf82-8776-4e1e-a4b3-223ceebeb75f,8,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,d0900745-92a1-4871-bc68-1c38eda0b6c6,17,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,9eb455ed-43fb-42cb-8af8-569bef3c98d3,14,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,97d3074c-d087-4e50-afd4-11ae31f013c8,5,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,bd6e82ed-bed0-4dc9-9f72-0287b6f7128c,22,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,bf0c0e5a-e978-4e5b-9046-42a04af532ab,7,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,174dd7e8-0eb7-43d5-9ca4-77d8aaa9c969,24,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,a343a002-822b-4ce1-a013-2878cb78fab8,25,0,agent_stop,1.0,True
xai:xai-realtime,retail,control_audio,10716c4a-661b-4c7a-924c-2a928d804752,26,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,2aadb043-a67d-470c-8fd5-b3dcf7a8978d,20,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,f0c324b9-bd51-44c5-a36d-2c9979923c78,27,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,78988e8b-dd59-4731-8c2c-76076eefdf7a,21,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,9ad3f1cd-9581-43e4-afbb-46dd672e466c,23,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,095eb6a9-c8c9-43e0-9ed0-780e1ec636c7,29,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,cd77b01f-fd04-44e2-a2ee-dd66445fb673,34,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,5c6d54f3-9f5f-4a6e-af5d-5d04489c6394,35,0,agent_stop,0.0,False
xai:xai-realtime,retail,control_audio,e835a653-8af3-4973-acbb-242240f14eab,30,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,40aab16f-1a2b-4b2a-b113-6f3585053af5,31,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,66b0f1d6-71d4-4a41-b2f3-29d7fe3f17ce,33,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,674a0b9d-ecbb-44fa-a0e9-500134ecbe90,36,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,d1606af5-51bf-4379-9d09-f1a3b1256360,32,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,74e5d7ee-ac72-4663-971f-00d1e5e22aa7,40,0,agent_stop,0.0,False
xai:xai-realtime,retail,control_audio,96339962-9501-4c81-a2a8-f750c8d14282,16,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,d7403b49-5b16-4a42-bf1b-44b79e23d89e,39,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,53851e54-b089-47e2-855a-949efee0cbf8,41,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,301c6354-763c-4602-b83f-200d8bf0c953,44,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,fc27e8ef-e0a4-4e1c-ad03-47e0347f0e31,37,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,1499e86e-69a2-4849-b2e5-6e91c445cadf,43,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,c8dbd6d7-6531-49f2-a464-995c5363201c,38,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,7edd8ade-0ccf-48a9-9c1d-b9eef1e3b12d,42,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,b4b4da32-d666-4fb9-8cc9-d918b7d749cc,50,0,agent_stop,1.0,True
xai:xai-realtime,retail,control_audio,42b3c37f-8412-4c68-92ee-3d6359d3d8df,48,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,269aea8f-fabc-4764-aa68-07f9b67d00f5,47,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,f78c1466-d35d-40b5-8e5e-7af99cb8a051,45,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,d87d5f04-781b-4472-8901-ea33bbf19c07,49,0,agent_stop,0.0,False
xai:xai-realtime,retail,control_audio,6856d029-8a41-4294-86b2-90e49f2c59ab,51,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,48be3237-ce00-4e6d-aa07-d4f85d19b01d,46,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,02339704-9ad9-46c5-bea6-5d3a7c74bc82,57,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,9365ef5b-800d-4a9a-8019-5640fb3deca9,58,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,d9e73ae5-82ae-4a26-8000-1ad50248619f,53,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,4efb1a7f-4f5b-4254-9303-e704193638b1,52,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,ee90f427-fa7f-4811-9577-b2a694d3df04,60,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,bd0b3f8f-a45c-4af6-a27a-8cc8423976ed,56,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,2c4bf311-0b92-4491-8e85-b5d52ec92098,55,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,fad60706-e569-4172-b241-0bfe8bdc0bcb,64,0,agent_stop,0.0,False
xai:xai-realtime,retail,control_audio,9d2aea24-9d27-418a-8643-4c5b080e2abc,61,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,7622155c-9892-447b-b63b-c62c082eca43,59,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,bde677f0-955c-4921-baf4-c46a9a56219b,28,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,78bf1080-81de-4513-a6f7-db22f5c2a41b,69,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,4f920950-b5ee-464c-aa77-6ad871813912,67,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,f2a557ed-3dc7-4cb0-a96c-631d840939d1,68,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,024edaa3-ce0d-4a77-a9d0-7f4e261c6539,54,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,7c726c6b-0f68-4f32-92f6-2330692673d6,73,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,2d575e84-4794-4a62-ae60-c4baa46c973e,66,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,85644d99-ec89-4b46-a6c0-73f3f5e00ffc,62,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,d506551d-d485-4224-b442-17f70ef45c3a,72,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,13166386-2cc7-409e-a840-17eda3317de5,63,0,agent_stop,0.0,False
xai:xai-realtime,retail,control_audio,8aaa39de-527b-4c3d-b55b-a7e21a48b4e7,71,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,c7db7ce6-29ad-4273-bc53-193642b7b08a,74,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,f430e692-91a5-4bb6-8893-4655dca26e9d,77,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,38613c8c-4156-4714-8764-7455e2602712,80,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,6674a847-f040-472e-8a07-16900cf3ede4,81,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,410a4473-97d0-4ce2-96be-c0ad96f761c5,70,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,477f244e-38a6-48a5-80bf-bd3eab47195f,76,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,d016171f-d0a8-40f0-a179-951d954495c2,78,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,2d9bb468-23af-4c48-a2a1-99a2781bd69c,86,0,agent_stop,0.0,False
xai:xai-realtime,retail,control_audio,9b7202bf-e68e-4975-9cd9-4bb5c333b0d4,85,0,agent_stop,0.0,False
xai:xai-realtime,retail,control_audio,950e7462-1128-4d0e-bdce-43f15e3b3e97,83,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,386eb85a-6c18-45d5-a29f-8452f0917bcc,88,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,0430cb43-a4b9-4151-8316-3452faabe486,87,0,agent_stop,0.0,False
xai:xai-realtime,retail,control_audio,832efe36-8efb-43f0-a599-e9be68b25370,90,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,73678ba3-cf50-4efd-a6b4-c3794248f5bf,79,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,99c1f5cc-a309-496a-91fa-c15cfce32fe4,91,0,agent_stop,0.0,False
xai:xai-realtime,retail,control_audio,88dd78f2-db88-4b80-ba21-1aa5f36a14b8,84,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,668dc738-8fed-4f7c-b010-7d551884fed8,94,0,agent_stop,0.0,False
xai:xai-realtime,retail,control_audio,ce27b94e-c65a-4867-a7e7-9639aa768ff2,89,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,dfebb47d-cb08-4a3d-9e5b-f78fca46a659,65,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,c020382a-4c41-48bf-8d89-9d90d9ab9eeb,75,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,f240a413-8006-4a20-9835-5e73009d9a1e,98,0,agent_stop,0.0,False
xai:xai-realtime,retail,control_audio,e47be24f-84eb-43de-b5e7-166f4ed00c8b,82,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,073b6849-f8cd-41fa-87fa-27c1045e4817,96,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,c83994d5-dce7-4746-beda-24416f511935,95,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,10d6d149-b006-4942-b57e-089ad424a226,97,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,31981f1c-ea93-4984-b5e7-71c6e7aec6b6,104,0,agent_stop,0.0,False
xai:xai-realtime,retail,control_audio,3882a120-d2fd-44ae-bc67-281a1c42de75,93,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,b12db29d-ffbb-4f3c-841f-bd89508a5d02,100,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,2bf44aa2-ec8f-46f7-9053-18e4f4dada81,99,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,27942819-0136-45df-9263-3dd548b0d13a,92,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,32c1d735-3395-4567-a8cf-c406ed8783fb,102,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,453da5ea-8fd8-440f-9160-7c83d8fad25d,101,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,206f9307-2114-4daf-8fd9-85a580a9e15c,108,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,58202bd1-42b3-46e7-910b-279bbc623e57,103,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,9e70cd1e-41d7-4e4f-82f1-b9045236af6d,109,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,4b86ae4d-1244-425c-bfa2-992c1e1b008c,106,0,agent_stop,0.0,False
xai:xai-realtime,retail,control_audio,c956577e-3ee8-4105-a196-8b3cb3cf20ff,105,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,54ccb2bd-7055-4e01-b351-4e5c4b779498,107,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,c6896260-f250-45fb-a599-67fd84498662,113,0,user_stop,0.0,False
xai:xai-realtime,retail,control_audio,02d321a1-de0a-423f-ac22-add41a49ee2d,110,0,user_stop,1.0,True
xai:xai-realtime,retail,control_audio,660b0e7e-598c-4e2b-aa72-72168de4fcea,111,0,max_steps,0.0,False
xai:xai-realtime,retail,control_audio,00a08053-2f27-484c-a84c-34f5a0ac9267,112,0,max_steps,0.0,False
openai:gpt-realtime-1.5,telecom,regular,dc4e1894-9cab-4085-8ce4-eb163d7c351e,[mobile_data_issue]airplane_mode_on|data_mode_off[PERSONA:None],0,user_stop,1.0,True
openai:gpt-realtime-1.5,telecom,regular,52cb9ade-3e78-4170-91f3-66bc43d2110c,[mobile_data_issue]data_mode_off|data_usage_exceeded[PERSONA:None],0,user_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,6f052acb-9022-4b93-9e0d-90daa7c53eee,[mobile_data_issue]airplane_mode_on|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:None],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,fdf042b1-030d-454c-a135-665510b5cf07,[mobile_data_issue]data_saver_mode_on|data_usage_exceeded[PERSONA:Easy],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,11bfbdd4-0184-4ff9-86a1-9b03640cebcd,[mobile_data_issue]data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,938e8a72-9c4b-4144-b7be-f009857c6032,[mobile_data_issue]data_saver_mode_on|user_abroad_roaming_enabled_off[PERSONA:Easy],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,ece36421-6bd3-42d2-a50b-47cb5753d3b9,[mobile_data_issue]airplane_mode_on|user_abroad_roaming_enabled_off[PERSONA:None],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,fa655760-b17a-4b1f-9650-19be8d32efeb,[mobile_data_issue]airplane_mode_on|bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Easy],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,b5c943cc-e7ab-4f35-b93f-17c8a04f5f74,[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_enabled_off[PERSONA:Easy],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,b67993c9-882f-4f49-8573-f433b42a0a52,[mobile_data_issue]bad_vpn|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:None],0,user_stop,1.0,True
openai:gpt-realtime-1.5,telecom,regular,2d4f0e9b-d05d-4daa-bbaa-42eb1a295438,[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_disabled_on[PERSONA:None],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,cff33fbb-0cc9-4645-bcf2-891443ddbaaf,[mobile_data_issue]airplane_mode_on|bad_network_preference[PERSONA:Hard],0,max_steps,0.0,False
openai:gpt-realtime-1.5,telecom,regular,5441c7d9-d973-48d1-a964-8c9176ab04d3,[mobile_data_issue]bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Hard],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,92b86347-e11d-4b69-b1ee-8978a359cacf,[mobile_data_issue]bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,6d658866-878e-40b7-a3a6-462ef675e49f,[mobile_data_issue]bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on[PERSONA:None],0,user_stop,1.0,True
openai:gpt-realtime-1.5,telecom,regular,542bfc7d-dda6-4ae7-b214-96e208e6e257,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,b0bb9fdf-e6f0-48b9-9da4-ce9eee74aea1,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_saver_mode_on[PERSONA:Hard],0,user_stop,1.0,True
openai:gpt-realtime-1.5,telecom,regular,2bdb1fa7-f68b-4a2d-95bc-e75242c9a0e7,[mobile_data_issue]bad_network_preference|bad_vpn|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,9b19817c-a0d0-4b1d-8a06-222d8bc9099e,[mobile_data_issue]airplane_mode_on|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Hard],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,6650cf53-3230-442a-a127-8c32a13b538c,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,c3e9c210-906a-485b-8fab-5bdd59eebd54,[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_disabled_off[PERSONA:Hard],0,max_steps,0.0,False
openai:gpt-realtime-1.5,telecom,regular,b7d1bcba-dcb4-4f1c-9552-5ca1e8f4596e,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],0,max_steps,0.0,False
openai:gpt-realtime-1.5,telecom,regular,d7f99828-e52d-4f89-94ad-840f5c020754,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:Easy],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,5a3070f0-66da-4a78-adfe-52548b2ca827,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,b0aab0c8-a6bf-48cc-854b-67b46d9300ee,[mobile_data_issue]data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,a436b44d-f7a2-4a75-97fb-00e60ec34c88,[mobile_data_issue]bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,51f2beb7-26b1-4f97-9fc7-cfd8c2e9b9ae,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,9c938cd5-970d-426b-92d9-bce84a381cbc,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],0,agent_stop,0.0,False
openai:gpt-realtime-1.5,telecom,regular,c71e8c27-fcbc-4f3d-b8e5-925b61563c45,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],0,agent_stop,0.0,False
